Sample_No,Age,Error_Plus,Error_Minus,Age_Method,Age_Interpretation,Age_Note,Age_Material,Age_Technique,Age_Qualifier,Geological_Province,Province,Latitude,Longitude,Location,Geological_Info,Rock_Type,Rock_Description,References,Compilation_Source,,UTM_Zone,UTM_Easting,UTM_Northing,Comment,Tectonic_Unit
La Verendrye Loc-C,2379,266,266,Rb/Sr,Metamorphic,"12-pt regression, Init Sr =0.7037. Age reported as 2430 Ma to decay constant of 1.39E-11; recalculated to 1.42E-11 (IUGS 1977). MSWD not reported; scatter is visually apparent about chord in plot.",Whole Rock,TIMS,Estimate,Grenville Province,QC,47.66675,-77.16638,On Hwy 58 between Val D'or and Mont Laurier. Location interpolated from sketch map in report (by OGS compilers),Parauthochthonous Belt - unknown,Metamorphic,"12 samples of quartzofeldspathic gneiss, from graniitic layering within the gneiss","Doig, R., 1977. Rb-Sr geochronology and evolution of the Grenville Province in northwestern Quebec; Geological Society of America Bulletin, v. 88, p. 1843-1856",GSCdatabase,,,,,,
La Verendrye Loc-B,2529,92,92,Rb/Sr,Metamorphic,"9-pt regression, Init Sr=0.7026. Age reported as 2584 Ma to decay constant of 1.39E-11; recalculated to 1.42E-11 (IUGS 1977). MSWD not reported; data is visually tight to chord in plot.",Whole Rock,TIMS,Direct,Grenville Province,QC,47.66675,-77.24972,On Hwy 58 between Val D'or and Mont Laurier. Location interpolated from sketch map in report (by OGS compilers),Parauthochthonous Belt - unknown,Metamorphic,9 samples of quartzofeldspathic gneiss,"Doig, R., 1977. Rb-Sr geochronology and evolution of the Grenville Province in northwestern Quebec; Geological Society of America Bulletin, v. 88, p. 1843-1856",GSCdatabase,,,,,,
La Verendrye Loc-A,2797,66,66,Rb/Sr,Metamorphic,"6-pt regression, Init Sr =0.7021. Age reported as 2857 Ma to decay constant of 1.39E-11; recalculated to 1.42E-11 (IUGS 1977). MSWD not reported; data is visually tight to chord in plot.",Whole Rock,TIMS,Direct,Grenville Province,QC,47.73341,-77.23305,On Hwy 58 between Val D'or and Mont Laurier. Location interpolated from sketch map in report (by OGS compilers),Parauthochthonous Belt - unknown,Metamorphic,6 samples of quartzofeldspathic gneiss,"Doig, R., 1977. Rb-Sr geochronology and evolution of the Grenville Province in northwestern Quebec; Geological Society of America Bulletin, v. 88, p. 1843-1856",GSCdatabase,,,,,,
"72-21, 22, 23",1013,0,0,Rb/Sr,Metamorphic,"5-pt isochron, fit stats/error not reported; data visually tight to chord in plot. No analytical data in report. Init Sr ~0.705. Reported as 1035 Ma using decay constant of 1.39E-11; recalculated to 1.42E-11 (IUGS 1977).",Whole Rock,TIMS,Estimate,Grenville Province,ON,46.05004,-80.58318,French River area. Samples not located in report; coordinates approximated by OGS compilers,Central Gneiss Belt - French River paragneiss,Metamorphic,"3 samples of granite gneiss, 1 sample split into 3 slabs","Krogh, T.E. and Davis, G.L., 1973. The effect of regional metamorphism on U-Pb systems in zircon and a comparison with Rb-Sr systems in the same whole-rock and its constituent minerals; Carnegie Institution Of Washington, Yearbook, v. 72, p. 601-610",GSCdatabase,,,,,,
B1-59-2827.5,394,17,17,K/Ar,Metamorphic,Reported as 386 Ma; recalibrated to IUGS (1977) decay constants. K/Ar whole-rock method unreliable.,Whole Rock,Ar Furnace-Fusion,Estimate,Grenville Province,ON,46.06673,-78.48311,Drillcore (well B1-59) in center of Brent Crater . Coordinates approximate,Central Gneiss Belt - Brent Crater,Metamorphic,thermal aureole of crater,"Hartung, J.B., Dence, M.R. and Adams, J.A.S., 1971. Potassium-argon dating of shock-metamorphosed rocks from the Brent Impact Crater, Ontario, Canada; Journal Of Geophysical Research, v. 76, p. 5437-5448",GSCdatabase,,,,,,
7 Wanapitei,1000,0,0,Rb/Sr,Metamorphic,"3 of 4 points lie close to a 1000 Ma ""reference"" isochron; even by older standards did not meet criteria for definition as an ""age"". Treat as coarse estimate. Error not assessed but will be large, given poor fit to ref. chord.",Whole Rock,TIMS,Estimate,Grenville Province,ON,46.48671,-80.77625,"No geographic description. Location approximates position of sample suite collection, derived from regional scale sketch map in report (v. approximate).",Frontenac terrane - Wanapitei gneiss,Metamorphic,4 samples of biotite muscovite feldspar kyanite gneiss,"Krogh, T.E. and Hurley, P.M., 1968. Strontium isotopic variations and whole-rock isochron studies in the Grenville Province of Ontario; Journal Of Geophysical Research, v. 73, p. 7107-7125",GSCdatabase,,,,,,
North Bay gran,2643,0,0,Rb/Sr,Metamorphic,"7 points scatter broadly about a ""reference isochron"" (errorchron). Error not assessed but will be large, given poor fit which is apparent from plot. Reported as 2700 using decay constant of 1.39E-11; recalculated to 1.42E-11 (IUGS 1977).",Whole Rock,TIMS,Estimate,Grenville Province,ON,46.83005,-79.80317,"On Hwy 17, 14 km S of Grenville Front. Coordinates represent 1 of 2 sampling sites (the more southerly one); other is at 46-42-06N 79-46-42W",Frontenac terrane - unknown,Plutonic,"suite of gneissic granite: 4 samples of pink feldspathic cataclastic gneiss, (northern locality), and 3 samples of pink medium- to coarse-grained granite with feldspar augen and local foliation","Krogh, T.E. and Hurley, P.M., 1968. Strontium isotopic variations and whole-rock isochron studies in the Grenville Province of Ontario; Journal Of Geophysical Research, v. 73, p. 7107-7125",GSCdatabase,,,,,,
suite M,1557,25,25,Rb/Sr,Metamorphic,"7-pt regression, Init Sr=0.7367. MSWD=45.4 (errorchron). suite M",Whole Rock,TIMS,Unverified,Grenville Province,ON,46.45004,-80.83319,None,Grenville Province,Metamorphic,"Quartzite, quartz arenite","Bullock, W.R., 1987. A geochronological study of the Grenville Front near Coniston, Ontario, Canada; unpublished M.Sc. thesis, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, p. 47",GSCdatabase,,,,,,
MZII,1696,62,62,Rb/Sr,Metamorphic,"5-pt regression, Init Sr=0.7115, MSWD=61 (errorchron). Unpublished thesis age, information and age quality to be verified by user.",Whole Rock,TIMS,Unverified,Grenville Province,ON,46.45004,-80.83319,S of Grenville Front. Coordinates approximate.,Grenville Province - unknown,Metamorphic,mylonite,"Bullock, W.R., 1987. A geochronological study of the Grenville Front near Coniston, Ontario, Canada; unpublished M.Sc. thesis, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, p. 47",GSCdatabase,,,,,,
B1-59-2813,328,14,14,K/Ar,Metamorphic,Reported as 321 Ma; recalibrated to IUGS (1977) decay constants. K/Ar whole-rock method unreliable.,Whole Rock,Ar Furnace-Fusion,Estimate,Grenville Province,ON,46.06673,-78.48311,Drillcore (well B1-59) in center of Brent Crater . Coordinates approximate,Central Gneiss Belt - Brent Crater,Metamorphic,melt zone rock of crater (suburface),"Hartung, J.B., Dence, M.R. and Adams, J.A.S., 1971. Potassium-argon dating of shock-metamorphosed rocks from the Brent Impact Crater, Ontario, Canada; Journal Of Geophysical Research, v. 76, p. 5437-5448",GSCdatabase,,,,,,
B1-59-2800,361,16,16,K/Ar,Metamorphic,Reported as 354 Ma; recalibrated to IUGS (1977) decay constants. K/Ar whole-rock method unreliable.,Whole Rock,Ar Furnace-Fusion,Estimate,Grenville Province,ON,46.06673,-78.48311,Drillcore (well B1-59) in center of Brent Crater . Coordinates approximate,Central Gneiss Belt - Brent Crater,Metamorphic,melt zone rock of crater (suburface),"Hartung, J.B., Dence, M.R. and Adams, J.A.S., 1971. Potassium-argon dating of shock-metamorphosed rocks from the Brent Impact Crater, Ontario, Canada; Journal Of Geophysical Research, v. 76, p. 5437-5448",GSCdatabase,,,,,,
B1-59-2783,339,14,14,K/Ar,Metamorphic,Reported as 332 Ma; recalibrated to IUGS (1977) decay constants. K/Ar whole-rock method unreliable.,Whole Rock,Ar Furnace-Fusion,Estimate,Grenville Province,ON,46.06673,-78.48311,Drillcore (well B1-59) in center of Brent Crater . Coordinates approximate,Central Gneiss Belt - Brent Crater,Metamorphic,melt zone rock of crater (suburface),"Hartung, J.B., Dence, M.R. and Adams, J.A.S., 1971. Potassium-argon dating of shock-metamorphosed rocks from the Brent Impact Crater, Ontario, Canada; Journal Of Geophysical Research, v. 76, p. 5437-5448",GSCdatabase,,,,,,
B1-59-2757,346,15,15,Ar/Ar,Metamorphic,Reported as 339 Ma; recalibrated to IUGS (1977) decay constants. K/Ar whole-rock method unreliable.,Whole Rock,Ar Furnace-Fusion,Estimate,Grenville Province,ON,46.06673,-78.48311,Drillcore (well B1-59) in center of Brent Crater . Coordinates approximate,Central Gneiss Belt - Brent Crater,Metamorphic,melt zone rock of crater (suburface),"Hartung, J.B., Dence, M.R. and Adams, J.A.S., 1971. Potassium-argon dating of shock-metamorphosed rocks from the Brent Impact Crater, Ontario, Canada; Journal Of Geophysical Research, v. 76, p. 5437-5448",GSCdatabase,,,,,,
6 Morton gn,1204,72,72,Rb/Sr,Metamorphic,"4-pt regression, MSWD not reported, minor scatter apparent in plot. Init Sr = 0.707. Technique (XRF) outmoded. Reported as 1230 using decay constant of 1.39E-11; recalculated to 1.42E-11 (IUGS 1977).",Whole Rock,TIMS,Estimate,Grenville Province,ON,44.58339,-76.28302,Near Morton. Coordinates represent 1 of 2 sampling sites; the other is at 44-31N 76-02W,Frontenac terrane - Morton paragneiss,Metamorphic,"suite of 4 samples of paragneiss: garnet- sillimanite- cordierite- bearing, possibly derived from pelitic shale","Krogh, T.E. and Hurley, P.M., 1968. Strontium isotopic variations and whole-rock isochron studies in the Grenville Province of Ontario; Journal Of Geophysical Research, v. 73, p. 7107-7125",GSCdatabase,,,,,,
Lac Quinn Fm(L),1543,19,19,Rb/Sr,Metamorphic,"11-pt regression, MSWD=1.21. Init Sr = 0.7060. Reported as 1576 using decay constant of 1.39E-11; recalculated to 1.42E-11 (IUGS 1977).",Whole Rock,TIMS,Direct,Grenville Province,QC,45.99531,-73.7199,Approx. 1 km sampling stretch along eastern contact of Morin pluton.,"AMCG suite - Lower Lac Quinn Formation, at contact with Morin Anorthosite",Metamorphic,suite of 11 gneiss samples,"Barton, J.M. and Doig, R., 1973. Time-stratigraphic relationships east of the Morin anorthosite pluton, Quebec; American Journal Of Science, v. 273, p. 376-384",GSCdatabase,,,,,,
alaskitic gn,1429,58,58,Rb/Sr,Metamorphic,"5-pt regression, MSWD=0.48. Init Sr = 0.7037. Reported as 1460 using decay constant of 1.39E-11; recalculated to 1.42E-11 (IUGS 1977).",Whole Rock,TIMS,Direct,Grenville Province,QC,46.37036,-72.58912,"Approx. 1 km stretch of sampling, a few km NE of contact of Morin pluton.",AMCG suite - basement,Metamorphic,suite of 6 alaskitic gneiss samples,"Barton, J.M. and Doig, R., 1973. Time-stratigraphic relationships east of the Morin anorthosite pluton, Quebec; American Journal Of Science, v. 273, p. 376-384",GSCdatabase,,,,,,
Lac Quinn Fm(U),1068,51,51,Rb/Sr,Metamorphic,"12-pt regression, MSWD=1.63, Init Sr 0.7204. Reported as 1091 using decay constant of 1.39E-11; recalculated to 1.42E-11 (IUGS 1977). This age combines 7 samples from this locality with 5 other localities where this unit outcrops.",Whole Rock,TIMS,Direct,Grenville Province,QC,46.07325,-73.68836,"Eastern contact of Morin pluton, coordinates represent position of sample B-70-83-92 (main sampling area). Others in suite from up to 20 km away.","AMCG suite - Upper Lac Quinn Formation, at contact with Morin Anorthosite",Metamorphic,suite of samples of garnet-sillimanite gneiss,"Barton, J.M. and Doig, R., 1973. Time-stratigraphic relationships east of the Morin anorthosite pluton, Quebec; American Journal Of Science, v. 273, p. 376-384",GSCdatabase,,,,,,
Barrys Bay W,1430,20,20,Rb/Sr,Metamorphic,"6-pt regression, MSWD=1.0. Init Sr = 0.7032.",Whole Rock,TIMS,Direct,Grenville Province,ON,45.50673,-77.73086,"Near Barrys Bay, ""western suite"". Location averaged for suite of samples. Not located in report by map or otherwise.",Central Metasedimentary Belt - Barrys Bay gneiss,Metamorphic,6 samples of granulite,"Bell, K. and Blenkinsop, J., 1980. Whole-rock Rb-Sr studies in the Grenville Province of Southeastern Ontario and Western Quebec; Current Research, Part C, Geological Survey of Canada Paper 80-1C, p. 152-154",GSCdatabase,,,,,,
Lac Quinn Fm(U),1071,43,43,Rb/Sr,Metamorphic,"7-pt regression, MSWD=0.84, Init Sr 0.7207. Reported as 1094 using decay constant of 1.39E-11; recalculated to 1.42E-11 (IUGS 1977). This age uses only those 7 samples from this outcrop locality.",Whole Rock,TIMS,Direct,Grenville Province,QC,46.07325,-73.68836,"Eastern contact of Morin pluton, coordinates represent position of sample B-70-83-92 (main sampling area). Others in suite from up to 20 km away.","AMCG suite - Upper Lac Quinn Formation, at contact with Morin Anorthosite",Metamorphic,suite of samples of garnet-sillimanite gneiss,"Barton, J.M. and Doig, R., 1973. Time-stratigraphic relationships east of the Morin anorthosite pluton, Quebec; American Journal Of Science, v. 273, p. 376-384",GSCdatabase,,,,,,
Frontenac granulite,1310,47,47,Rb/Sr,Metamorphic,"8-pt regression, Init Sr=0.7057. Fit stats unknown. Report unavailable at time of posting to Knowledgebase: information and age quality to be verified by user.",Whole Rock,TIMS,Unverified,Grenville Province,ON,44.58339,-76.41637,Coordinates approximate.,Frontenac terrane - unknown,Metamorphic,Granulite,"Spooner, C.M., 1969. Sr87/Sr86 initial ratios and whole-rock ages of pyroxene granulite; MIT 1381-17, 17th Annual Progress Report, p. 45-93",GSCdatabase,,,,,,
La Verendrye Loc-J,1614,164,164,Rb/Sr,Metamorphic,"5-pt regression, Init Sr=0.7042. Age reported as 1649 Ma to decay constant of 1.39E-11; recalculated to 1.42E-11 (IUGS 1977). MSWD not reported; minor scatter evident on plot.",Whole Rock,TIMS,Estimate,Grenville Province,QC,46.83339,-76.49968,On Hwy 58 between Val D'or and Mont Laurier. Location interpolated from sketch map in report (by OGS compilers),Parauthochthonous Belt - unknown,Metamorphic,5 samples of metasedimentary gneiss,"Doig, R., 1977. Rb-Sr geochronology and evolution of the Grenville Province in northwestern Quebec; Geological Society of America Bulletin, v. 88, p. 1843-1856",GSCdatabase,,,,,,
La Verendrye Loc-K,1338,334,334,Rb/Sr,Peak Metamorphic,"6-pt regression, Init Sr=0.7051. Age reported as 13677 Ma to decay constant of 1.39E-11; recalculated to 1.42E-11 (IUGS 1977). MSWD not reported; minor scatter evident on the plot. Poor precision.",Whole Rock,TIMS,Estimate,Grenville Province,QC,46.83339,-76.33301,On Hwy 58 between Val D'or and Mont Laurier. Location interpolated from sketch map in report (by OGS compilers),Parauthochthonous Belt - unknown,Metamorphic,"6 samples of charnockitic gneiss; from larger body than Locn-L, but similar chemical composition to it and the feldspar paragneisses","Doig, R., 1977. Rb-Sr geochronology and evolution of the Grenville Province in northwestern Quebec; Geological Society of America Bulletin, v. 88, p. 1843-1856",GSCdatabase,,,,,,
Timber Lake gr,1137,173,173,Rb/Sr,Metamorphic,"Foliateded samples (in shear zone),6-pt regression, MSWD=0.97. Init Sr =0.7164. This age is author's prefered ""case A - 2 event"" interpretation, suggesting that foliation and recrystallization were not part of same event. See also Case-B age.",Whole Rock,TIMS,Direct,Grenville Province,ON,46.52089,-79.08702,Approx. 35 km NE of North Bay. 11 samples from this locality; 12 was collected at 46-32-03N 79-07-24W,Parauthochthonous Belt - Timber Lake Pluton,Plutonic,suite of granite samples: 6 foliated plus 6 recrystallized medium-grained granites,"Baer, A.J., 1980. Foliated and recrystallized granites from the Timberlake Pluton, Ontario; Rb-Sr and U-Pb isotopic age studies, Report 3 [in] Current Research, Part C, Geological Survey of Canada, Paper 80-1C., p. 201-205",GSCdatabase,,,,,,
B1-59-1503,586,40,40,K/Ar,Metamorphic,Reported as 576 Ma; recalibrated to IUGS (1977) decay constants. K/Ar whole-rock method unreliable. Impact shock metamorphism?,Whole Rock,Ar Furnace-Fusion,Estimate,Grenville Province,ON,46.06673,-78.48311,"In Algonquin Park, near Brent. From drillcore, hole B1-59.",Central Gneiss Belt - Brent impact crater,Metamorphic,"alnoite (carbonatite), in zone of coarse, moderately mixed breccia","Shafiqullah, M., Tupper, W.M. and Cole, T.J.S., 1968. K-Ar ages on rocks from the crater at Brent, Ontario; Earth and Planetary Science Letters, v. 5, p. 148-152",GSCdatabase,,,,,,
B1-59-2723,347,16,16,K/Ar,Metamorphic,Reported as 340 Ma; recalibrated to IUGS (1977) decay constants. K/Ar whole-rock method unreliable.,Whole Rock,Ar Furnace-Fusion,Estimate,Grenville Province,ON,46.06673,-78.48311,Drillcore (well B1-59) in center of Brent Crater . Coordinates approximate,Central Gneiss Belt - Brent Crater,Metamorphic,melt zone rock of crater (suburface),"Hartung, J.B., Dence, M.R. and Adams, J.A.S., 1971. Potassium-argon dating of shock-metamorphosed rocks from the Brent Impact Crater, Ontario, Canada; Journal Of Geophysical Research, v. 76, p. 5437-5448",GSCdatabase,,,,,,
"BJF L79 - 1, 2, 3, 4",1067,86,86,Rb/Sr,Metamorphic,"6-pt regresion, MSWD=27 (some scatter is evident on plot). Init Sr = 0.71751. Report contains plot but no analytical data or statistics info (see NGS Open File LAB617 for further details). Grenvillian overprint.",Whole Rock,TIMS,Estimate,Grenville Province,NL,54.20869,-62.49253,"Letitia Lake, 2 km west, Labrador. Coordinates approximate.",Central Mineral Belt - Letitia Lake volcanic complex,Volcanic,quartz - feldspar porphyry crystall tuff,"Thomas, A., Nunn, G.A.G. and Krogh, T.E., 1986. The Labradorain Orogeny: Evidnece for a newly identified 1600 to 1700 Ma rogenic event in Grenville Province crystalline rocks from central Labrador.; The Grenville Province. Geological Association of Canada Special Paper 31, p. 175-185",GSCdatabase,,,,,,
